id#immatriculation#num_informatisation#nomcec#typecec#code_arrondissement#arrete#rattachement#created_by
1#AD2401#NULL#"MAIRIE DE NGAOUNDAL"#P#010101#NULL##155
2#AD2402#NULL#"BEKA GOTTO"#S#010101#NULL#AD2401#155
3#AD2403#NULL#DANFILI#S#010101#NULL#AD2401#155
4#AD2404#NULL#PANGAR#S#010101#NULL#AD2401#155
5#AD2901#NULL#"MAIRIE DE TIBATI"#P#010102#NULL##155
6#AD2902#NULL#"ALLAT MENGACK"#S#010102#NULL#AD2901#155
7#AD2903#NULL#DJOMBI#S#010102#NULL#AD2901#155
8#AD2904#NULL#MBAKAOU#S#010102#NULL#AD2901#155
9#AD2905#NULL#MBELLA-ASSOM#S#010102#NULL#AD2901#155
10#AD2906#NULL#MEIDJAMBA#S#010102#NULL#AD2901#155
11#AD2907#NULL#MINIM#S#010102#NULL#AD2901#155
12#AD2908#NULL#NGATT#S#010102#NULL#AD2901#155
13#AD2909#NULL#TONGO#S#010102#NULL#AD2901#155
14#AD1501#NULL#"MAIRIE DE GALIM TIGNERE"#P#010201#NULL##155
15#AD1502#NULL#GALIM-CENTRE#S#010201#NULL#AD1501#155
16#AD1503#NULL#LOMPTA#S#010201#NULL#AD1501#155
17#AD1504#NULL#WEGOMDOU#S#010201#NULL#AD1501#155
18#AD1601#NULL#"MAIRIE DE KONTCHA"#P#010202#NULL##155
19#AD1602#NULL#KONTCHA-CHEFFERIE#S#010202#NULL#AD1601#155
20#AD1801#NULL#"MAIRIE DE MAYO-BALEO "#P#010203#NULL##155
21#AD1803#NULL#SAMLECTI#S#010203#NULL#AD1801#155
22#AD1806#NULL#"GANATI I"#S#010203#NULL#AD1801#155
23#AD1807#NULL#VOGTI#S#010203#NULL#AD1801#155
24#AD1808#NULL#SARKI-MATA#S#010203#NULL#AD1801#155
25#AD1809#NULL#DJAMTARI#S#010203#NULL#AD1801#155
26#AD1804#NULL#GADJIWAN#S#010203#NULL#AD1801#155
27#AD3001#NULL#"MAIRIE DE TIGNERE"#P#010204#NULL##155
28#AD3002#NULL#DOUALAYEL#S#010204#NULL#AD3001#155
29#AD3003#NULL#GARBAYA-YELWA#S#010204#NULL#AD3001#155
30#AD3004#NULL#GASSANGUEL#S#010204#NULL#AD3001#155
31#AD3005#NULL#LIBONG-MARCHE#S#010204#NULL#AD3001#155
32#AD3006#NULL#WOULDE#S#010204#NULL#AD3001#155
33#AD1001#NULL#"MAIRIE DE BANKIM"#P#010301#NULL##155
34#AD1002#NULL#ATTA#S#010301#NULL#AD1001#155
35#AD1003#NULL#BANDAM#S#010301#NULL#AD1001#155
36#AD1004#NULL#NGATTI#S#010301#NULL#AD1001#155
37#AD1005#NULL#NYAMBOYA#S#010301#NULL#AD1001#155
38#AD1006#NULL#SOMIE#S#010301#NULL#AD1001#155
39#AD1007#NULL#SONGKOLONG#S#010301#NULL#AD1001#155
40#AD1101#NULL#"MAIRIE DE  BANYO"#P#010302#NULL##155
41#AD1102#NULL#ALLAT#S#010302#NULL#AD1101#155
42#AD1104#NULL#"MBAMTI DJOUMBARE"#S#010302#NULL#AD1101#155
43#AD1105#NULL#"MBAMTI KATARKO"#S#010302#NULL#AD1101#155
44#AD1106#NULL#"NDI WAWA"#S#010302#NULL#AD1101#155
45#AD1107#NULL#"NYAWA "#S#010302#NULL#AD1101#155
46#AD1108#NULL#SAMBOLABO#S#010302#NULL#AD1101#155
47#AD1109#NULL#TOUKOUROUA#S#010302#NULL#AD1101#155
48#AD1110#NULL#OUMYARI-WAWA#S#010302#NULL#AD1101#155
49#AD1901#NULL#"MAIRIE DE MAYO-DARLE "#P#010303#NULL##155
50#AD1902#NULL#"MAYO-DARLE CHEFFERIE"#S#010303#NULL#AD1901#155
51#AD1903#NULL#"MAYO DJINGA"#S#010303#NULL#AD1901#155
52#AD1301#NULL#"MAIRIE DE  DIR"#P#010401#NULL##155
53#AD1302#NULL#BAGODO#S#010401#NULL#AD1301#155
54#AD1303#NULL#KALALDI#S#010401#NULL#AD1301#155
55#AD1305#NULL#DOUA#S#010401#NULL#AD1301#155
56##NULL#GORO#S#010401#NULL#AD1301#155
57#AD1401#NULL#"MAIRIE DE DJOHONG"#P#010402#NULL##155
58##NULL#BORGOP#S#010402#NULL#AD1401#155
59##NULL#DJAORO-MONE#S#010402#NULL#AD1401#155
60#AD1402#NULL#DJOHONG-CHEFFERIE#S#010402#NULL#AD1401#155
61#AD1403#NULL#GANDINANG#S#010402#NULL#AD1401#155
62##NULL#LAMOU#S#010402#NULL#AD1401#155
63##NULL#NABEMO#S#010402#NULL#AD1401#155
64##NULL#OURO-ADDE#S#010402#NULL#AD1401#155
65#AD2304#NULL#"YARMBANG "#S#010402#NULL#AD1401#155
66#AD1405#NULL#YAMBA#S#010402#NULL#AD1401#155
67#AD2101#NULL#"MAIRIE DE MEIGANGA"#P#010403#NULL##155
68#AD2102#NULL#BADOGODO#S#010403#NULL#AD2101#155
69#AD2103#NULL#"BATOUA GODOLE"#S#010403#NULL#AD2101#155
70#AD2104#NULL#BEKA-GUIWAN#S#010403#NULL#AD2101#155
71#AD2106#NULL#FADA#S#010403#NULL#AD2101#155
72##NULL#GANKOMBOL#S#010403#NULL#AD2101#155
73#AD2107#NULL#GUNBELA#S#010403#NULL#AD2101#155
